diagram,size,alternatives,xheight,colours,text
7020,,,x,"BACKGROUND -------- RED LEGEND & BORDER --- WHITE . DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) SIGNAL RERAC ON NOT IN USE IN USE SIGNAL","Drawing No. Before using this drawing, confirm p 7020 that it has not been superseded. 20 1.2 - 2.5 pik_tik ik TY) SIGN NOT ||=0 min . IN USE 200 max SIGN NOT | IN USE NOTES: 1. © CROWN COPYRIGHT The legend is from the Transport Medium alphabet at the x—heights shown. . The tile outlines do not form part of the signs. . COLOURS : Background —-----—— RED Legend & Border ——— WHITE . DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) SIGNAL ReraC On NOT IN USE IN USE SIGNAL UNDER TEST ———e Alternative layout VARIANTS P7020 Department for Title: Temporary Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Tran rt SIGN NOT IN USE Ai 131198] SP. SEE a Spo B: 7.1.05 | Approved by: NOTE 4 P 7O0 ? O and variants Cc: R.M. "
schedule-13-part-09-examples,,,x,"BACKGROUND ----------- YELLOW LEGEND, ARROW & BORDER --- BLACK 151 = AY POE : XHT NILL 6| . 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER N GOO S 100 MIN DIMENSIONS ARE IN STROKE WIDTHS. (4SW =","Drawing No. © CROWN COPYRIGHT P 832.8 ; NOTES: 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2.5 2.5 2.5 . . - 2. The tile outlines do not form part of the signs. t a i 4 i a fr 3. COLOURS : Background ----------— YELLOW Legend, Arrow & Border -—— BLACK 151 = Ay poe : xht Nill 6| . 4. DIMENSIONS : x—heights are in millimetres, other N GOO S 100 min dimensions are in stroke widths. (4sw = x—height) noe 250 max welhicles ° » WA 45° + a t H+1 : All PSV. 4. MIN S i All goods a ; ae t vehicles VARIANT and PSVs CMM TOUS Ila. t VARIANT Before using this drawing, confirm P832x8 that it has not been superseded. Department for Title: Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. ADVANCE DIRECTION SIGN Ae 157.94 SP. AW. SEE B: 23.8.04 Ir : Transport INDICATING A CHECK POINT |] ¢,. fp | NOTE 4 P 832.8 "
3014,,,,BACKGROUND --- BLACK BORDER ------ RED & WHITE 1365 2. SIGNALS OPTICAL PERFORMANCE TO BE IN AS PRESCRIBED BY REGULATION 39 AND THE TABLE IN REGULATION 33. --- 585-665 - CTRS -= 125 ~~ = | = G | } ! 18,"Drawing No. © CROWN COPYRIGHT P 3014 NOTES: 1. COLOURS : Background ——— BLACK Border —----— RED & WHITE 1365 2. Signals optical performance to be in as prescribed by Regulation 39 and the table in Regulation 33. -—— 585-665 — ctrs —= 125 ~~ = | = G | } ! 183 t { i i | 183 —_———_—_ | { | 235-345 | ctrs 915 RED j___ - 200 dia SIGNAL AMBER 4 —L 2400-4000 SIGNAL yy 6100-9000 f when signals are 125 placed above Y 1 the carriageway H i \ \ 1 1 195 195 195 H H rc mal WHITE RED 1 1 “ “ Before using this drawing, confirm P3014 that it has not been superseded. Title: ; ‘ Issue: Date: | Drawn by: Dimensions: Drawing No. Light Signals yt 9 Department for ght Sig a. oBo04 Sp. Transport WIG—WAG SIGNAL B: 17.1.05 | Approved by:| MILLIMETRES} PP 4()14 Cc: R.M. "
p773,,,x,SIGN BACKGROUND ---- WHITE LEGENDS & BORDER --- BLACK PANEL ----------- BLACK 75 (KZ5 ~ DISC BORDERS ---------- WHITE R UPPER DISCS -------- RED IDS LOWER DISC -------- YELLOW Z 5. SEE SHEET 2 FOR VAR,"Drawing No. © CROWN COPYRIGHT heet Pp 7/3 ; or 2 NOTES:— 1. All dimensions for the larger signs are proportional to the sizes shown for the smallest sign. 2. The legends are from the Transport Heavy alphabet at be 895 (990) (1320) (1650)—— the x—heights shown. = 675 = 3. The tile outlines do not form part of the sign. b— 390 ctrs —| 4. COLOURS : Sign Background ---- WHITE Legends & Border ——— BLACK Panel ----------- BLACK 75 (Kz5 ~ Disc Borders -—-—-—-——— WHITE r Upper Discs ----———— RED ids Lower Disc --—----— YELLOW z 5. See sheet 2 for variants. 400 155 ctrs 975 20r 120 (1170) i RED 150 (1560) discs dia (1950) — 75 x-ht a Ton \ WHITE (90) borders (120) (150) —_. YELLOW 140 62.5 x—-ht disc dia (75) (100) (125) Before using this drawing, confirm P773-1 that it has not been superseded. Department for Title: Warning Sign ‘seve toes Prown ys Dimensions: Drawing No. Transport LEVEL CROSSING B: 7.703) approves y:| muumerres | =P 7 7S STOP when lights show c: RM. sheet 1 of 2 "
p563x1,,,x,SIGN BACKGROUND ---- WHITE WO (12 FIRE 50H SIN BOCKARCUND OO WH % JOEY PAS (60) PANEL ---- BLACK STATION SEE L (80) UPPER DISCS - - LOWER DISC --- A ITS 5. FOR VARIANTS SEE SHEETS 2 AND 3. 400 155 CTR,"Drawing No. © CROWN COPYRIGHT P 965.1 825 (990) (1320) NOTES: — 1. All dimensions for the larger signs are proportional to Sheet 1 of 3 — | 675 _ the sizes shown for the smallest sign. | b- 390 ctrs | | 2. The legends are from the Transport Heavy alphabet at the x—heights shown. q \\ 3. The tile outlines do not form part of the sign. 25 fe : = 4. COLOURS : Sign Background ---— WHITE wo (12 FIRE 50h Sin Bockarcund oo WH % joey pas (60) Panel -—-— BLACK STATION See L (80) Upper Discs — - Lower Disc -—- A its 5. For variants see sheets 2 and 3. 400 155 ctrs , 1200 (1440) (+) a RED 150 (1920) 20r “ discs dia 50 Tl STOP |= — i H i WHITE : 7S x-ht borders __ when (120) YELLOW 140 OP aes disc dia _|| MOWES SIMOW || E25 on i - (100) 25 Before using this drawing, confirm P563x1-1 that it has not been superseded. Title: Warning Sign Issue: Date: Drawn by : Dimensions : | Drawing No. Department for FIRE STATION At oaeoal op. P5634 Transport 5: 141.02) agproved by: | MILLIMETRES . STOP when lights show CHE TRERE RM. Sheet 1 of 3 "
p776,,,,+ BACKGROUND --~ RED 1) EORCRRTEEE 210 Y VARIANT 150,"Drawing No. © CROWN COPYRIGHT P 776 NOTES:— 1. The legend is from the Transport Heavy alphabet letters closer than normal but the spacing between letters is closer than normal and the dimensions shown are measured 180 to the actual letters. Equal 120 Equal 2 COLOURS + Background ——~ RED 1) eorcrrteee 210 Y VARIANT 150 Before using this drawing, confirm P776 that it has not been superseded. Department for itle Informatory Signs issue cones Prov Py Dimensions Drawing No. Ti ANOTHER TRAIN COMING 5 20.9. °. MILLIMETRES ranspor B: 26.7.04 | Approved by: P 7 7 5 ANOTHER TRAM COMING : a "
p777,,,x,"BACKGROUND ------- WHITE LEGEND & BORDER --- BLACK 4. DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) ANOTHER TRAM AS 4, COMING TE TE F I LIGHT","Drawing No. P 777 5 2 2.5 calls 2 agile (7 5 f > i 3 ANOTHER TRAIN .continue to show COMING if Ughts 2.5 7 (50) 62.5 x—-ht (75) © CROWN COPYRIGHT NOTES:— 1. The legend is from the Transport Heavy alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background ------- WHITE Legend & Border ——— BLACK 4. DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) ANOTHER TRAM as 4, COMING TE TE f i lights 18 2.8 continue to show VARIANT P777 that it has not been superseded Department for Title: Informatory Signs Issue: Date: | Drawn by: Dimensions: Drawing No. A: 27.9.94 R.M. Transport ANOTHER TRAIN COMING Ar 27.904 senoes| P 777 (Level crossing with more than one track) Cc: Approved by: R.M. "
p4002x1,,,,UPPER SYMBOL --- RED LOWER SYMBOL --- GREEN BACKGROUNDS ---- BLACK 3. SEE SHEETS 2 AND 3 FOR SYMBOL DETAILS. | LOWER EDGE 2100 MIN LN 2600 MAX A OF CONTAINER CARRIAGEWAY SURFACE,"Drawing No. P 4002.1 Sheet 1 of 3 305 440 P4002x1-1 i) dia i] 200 200 min max © CROWN COPYRIGHT NOTES: 1. The tile outlines do not form part of the signals. 2. COLOURS : Upper symbol ——— RED Lower symbol ——— GREEN Backgrounds -——— BLACK 3. See sheets 2 and 3 for symbol details. | Lower edge 2100 min LN 2600 max a of container Carriageway surface Before using this drawing, confirm that it has not been superseded. Department for Transport Title : Light Signals LIGHT SIGNALS FOR PEDESTRIANS Issue: Date: 10.3.05 Drawn by: R.M. Approved by: R.M. Dimensions: MILLIMETRES Drawing No. P 4002.1 Sheet 1 of 3 "
p4003,,,x,"- 8 UPPER PANEL --- BLACK LEGEND ON WHITE BACKGROUND PE DESTRIANS FO =O MIDDLE PANEL ---- WHITE, OFF-WHITE OR YELLOW LEGEND ; - 9 XCHT ON BLUE BACKGROUND 59 - 7 X-HT LOWER PANEL --- WHITE LEGEND ON BL","Drawing No. © CROWN COPYRIGHT P 4003 185 min __—— ——————_+| : 230 max NOTES: 1. The legend in the upper panel is from the Transport Related Drawing Heavy alphabet. The legend in the middle and lower P 4002.1 150 glass panel panels is from the Transport Medium alphabet. 2. Details of the symbols are given on drawing P 4002.1. 3. The tile outlines do not form part of the sign. 4 4. COLOURS: — 8 Upper panel ——— BLACK legend on WHITE background PE DESTRIANS Fo =o Middle panel ——-— WHITE, OFF—WHITE or YELLOW legend ; — 9 xcht on BLUE background 59 — 7 x-ht Lower panel ——— WHITE legend on BLACK background, =~ RED standing pedestrian and GREEN Yor signal opposite 4. walking pedestrian 8 Foye Outlines ------ WHITE i Equal Container ----- BLACK (back may be YELLOW) letter 47 39.2 heignt (28 xht) 5. DIMENSIONS : Overall dimensions shall be within the 4 range of sizes shown. Other dimensions (including 225 4 | = Equal x-heights) are suggested sizes and may be varied so 300 min walt cross ms long as the relative proportions remain the same. 375 max with care $2 Q wait | cross 111 with care — 5 x-nt LJ LJ 65 — — = 25 a_i \ 32 8 32 Before using this drawing, confirm P4003 push button or pressure pad that it has not been superseded. Department for Title: Sign for Light Signals Issue: Date: | Drawn by: Dimensions: Drawing No. A: 3.4.95 S.P./R.M. DEMAND UNIT FOR FAR SIDE a ranspor B: 10.3.05} Approved by:| MILLIMETRES A PEDESTRIAN LIGHT SIGNALS Cc: R.M. "
p4003x3,,,x,"- 8 UPPER PANEL --- BLACK LEGEND ON WHITE BACKGROUND EQUESTRIANS AS =O MIDDLE PANEL ---- WHITE, OFF-WHITE OR YELLOW LEGEND JET D'S EE EL SEED IETHER EE EE EET - 9 XHT ON BLUE BACKGROUND 59 PUSH BUTTON","Drawing No. © CROWN COPYRIGHT P 4003.3 185 min 230 max NOTES: 1. The legend in the upper panel is from the Transport Related Drawing Heavy alphabet. The legend in the middle and lower S 8 150 glass panel panels is from the Transport Medium alphabet. 2. Details of the symbols are given on drawing S 8. 3. The tile outlines do not form part of the sign. 4 4. COLOURS: — 8 Upper panel ——— BLACK legend on WHITE background EQUESTRIANS as =o Middle panel ——-— WHITE, OFF-WHITE or YELLOW legend jet D'S ee el Seed iether ee ee eet — 9 xht on BLUE background 59 push button and watt — 7 x-ht Lower panel ——-— WHITE legend on BLACK background, arc eas SS ae RED bol d GREEN | for signal opposite |_| symbol aa 8 TF S|) Outlines ------ WHITE i Equal Container ----- BLACK (back may be YELLOW) letter 47 39.2 height (28 x-ht) 5. DIMENSIONS : Overall dimensions shall be within the 4 range of sizes shown. Other dimensions (including 225 4 | — Equal x—heights) are suggested sizes and may be varied so 300 min walt cross ms long as the relative proportions remain the same. 375 max with care $2 eat walt CPOss 111 with care — 5 x-nt LJ LJ 65 — = 25 \ 18 32 42 Before using this drawing, confirm P4003x3 Push button or pressure pad that it has not been superseded. Department for Title: Sign for Light Signals ‘seus loses Prown bys Dimensions: Drawing No. DEMAND UNIT FOR FAR SIDE “ _ ranspor 5: sooroved by:| MULIMETRES | P AQQ3. EQUESTRIAN LIGHT SIGNALS c. ew "
scp,,,x,"- BACKGROUND ----------- FLUORESCENT YELLOW BORDER -------------- RED LEGEND, BAR AND SYMBOL --- BLACK 5. A PATROL SIGN SHALL COMPRISE A ROUNDEL AND A POLE ON WHICH THE ROUNDEL IS MOUNTED. FURTHER DE","Drawing No. Related Drawing SCP SS Before using this drawing, confirm that it has not been superseded. 450 min 470 max 360 min 370 max | T 84 —| 50 —| scP 315 NOTES: © CROWN COPYRIGHT 1. The legend is from the Transport Heavy alphabet at the x-height shown. 2. Symbol details are on drawing No. S 5. 3. The tile outlines do not form part of the sign. 4. COLOURS: — Background —---------— FLUORESCENT YELLOW Border -------------— RED Legend, Bar and Symbol ——— BLACK 5. A patrol sign shall comprise a roundel and a pole on which the roundel is mounted. Further details on size, colour, poles and illumination are contained in ‘The School Crossing Patrol Sign (England and Wales) Regulations 2006’. 6. The design shall be shown on both sides of the sign. 7. This working drawing supersedes working drawing P 605.2 dated 05/07/1994. Department for |“ Transport Regulatory Sign STOP CHILDREN Issue: A: B: Cc: Date: 22.07.10 Drawn by : Dimensions : | Drawing No. AK. Approved by: MILLIMETRES S C P M.K, "
p4006,,,,SYMBOL ------ RED 1 BACKGROUND --- BLACK 3. DIMENSIONS : THE SYMBOL DETAILS ON THE LEFT ARE IN GRID DIVISIONS. THE SIGNAL DIMENSIONS ON THE RIGHT ARE IN MILLIMETRES. Y 14 . 160 MIN 200 DIA 175 MAX Y -,"Drawing No. © CROWN COPYRIGHT P 4006 / | id ond tile outl NOTES: 1. The grid and tile outline do not form part of the signal. ] 7 2. COLOURS : Symbol ------ RED 1 Background —-— BLACK 3. DIMENSIONS : The symbol details on the left are in grid divisions. The signal dimensions on the right are in millimetres. y 14 . 160 min 200 dia 175 max y — Before using this drawing, confirm P4006 that it has not been superseded. Department for Title: Light Signal ‘seve: oe nes Prown ey Dimensions: Drawing No. Transport LIGHT SIGNAL AT LEVEL Bb: 10308 Acoreved SEE ) AQO6 . so Pproved by: NOTE 3 CROSSING FOR PEDESTRIANS oc: ew "
p543,600,750 900 1200 1500,,BORDER -------- RED BACKGROUND --- WHITE SYMBOL SURROUND UPPER CIRCLE - CENTRE CIRCLE --- YELLOW LOWER CIRCLE ---- GREEN (FORMERLY LIGHT GREEN) 120 120 60 “15 P543 | 120-4,"Drawing No. Related Drawing P 543 |_P 500 600 (750) (900) (1200) (1500) © CROWN COPYRIGHT NOTES: — 1. Other dimensions for the triangle are shown on drawing P 500. 2. All 600mm sign dimensions shall be varied proportionally for the other triangle heights. 3. COLOURS : Border —---—-—— RED Background ——— WHITE Symbol Surround Upper Circle — Centre Circle —-— YELLOW Lower Circle --—— GREEN (formerly LIGHT GREEN) 120 120 60 “15 P543 | 120-4 Before using this drawing, confirm that it has not been superseded. Department for Transport Title: Warning Sign TRAFFIC SIGNALS AHEAD Issue: A: B: Cc: Date: Drawn by : Dimensions : | Drawing No. 22.6.94 S.P. 25.6.04 | Approved by:| MILLIMETRES P 544 14.11.11 R.M. "
p543x1,,,x,"BACKGROUND ----------- WHITE. LEGEND, ARROW & BORDER --- BLACK 4. DIMENSIONS : X-' DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) HEIGHTS ARE IN MILLIMETRES, OTHER PEAK HOUR SIGNALS 1.5R VAR","Drawing No. Before using this drawing, confirm p 543 1 that it has not been superseded. 2.5 2.5 Shoe |"" 23 Part t time VARIANT Part time signals | = 1.5 * * This dimension is incresed to (50) 62.5 x-ht (75) (100) (125) (150) Peak hour signals: NOTES: — 1. © CROWN COPYRIGHT The legend is from the Transport Heavy alphabet at the x—heights shown. 2. The tile outlines do not form part of the signs. 3. COLOURS : Background —---------— WHITE. Legend, Arrow & Border -—— BLACK 4. DIMENSIONS : x—' dimensions are in stroke widths. (4sw = x—height) heights are in millimetres, other Peak hour signals 1.5r VARIANT Part time ‘signals = 2.5sw when “yds” is varied to VARIANT VARIANT “yards”. OO — P543x1 Department for Title: Warning Signs Issue: Date: | Drawn by: Dimensions: Drawing No. A: 6.94 .W. Transport SUPPLEMENTARY PLATES eon "" SEE P 543 14 P B: 13.11.02] Approved by:| NOTE 4 . FOR USE WITH P 543 Cc: R.M. "
p544,600,750 900,,BORDER ------ RED BACKGROUND --- WHITE SYMBOL ------ BLACK CROSSING SYMBOL DETAILS + CO O47=10 T 90 12.5 AK 4 SS EE 1) AE A 45 OES EE LOS A I LL 12.5 437.5,"Drawing No. Related Drawings P 544 P 500 & S 2 600 (750) (900) 350 NOTES: — 1. . Pedestrian symbol details are given on drawing S 2. . The tile outline does not form part of the sign. © CROWN COPYRIGHT Other dimensions for the triangle are shown on P 500. . All 600mm sign dimensions shall be varied proportionally for the other triangle heights. . COLOURS : Border -----— RED Background ——— WHITE Symbol ------ BLACK Crossing symbol details + co o47=10 T 90 12.5 ak 4 ss ee 1) ae a 45 oes ee Los a i lL 12.5 437.5 Before using this drawing, confirm P544 that it has not been superseded. Title: Warning Sign Issue: Date: | Drawn by: Dimensions: Drawing No. Department for A: oo694| SP. Transport | zesra CROSSING AHEAD | 8 131702| approves oy:] wuumeres | PP 544 Cc: R.M. "
p547x8,,,x,"- BACKGROUND ------------ WHITE LEGEND, ARROW & BORDER --- BLACK . DIMENSIONS : X-HEIGHTS ARE IN MILLIMETRES, OTHER DIMENSIONS ARE IN STROKE WIDTHS. (4SW = X-HEIGHT) FUMPED : 3 : 33.5 || CPOSSIMG |","Drawing No. P 547.8 © CROWN COPYRIGHT NOTES: — 1. The legend is from the Transport Heavy alphabet at the x—heights shown. . The tile outlines do not form part of the signs. . COLOURS :— Background —----------— WHITE Legend, Arrow & Border ——— BLACK . DIMENSIONS : x—heights are in millimetres, other dimensions are in stroke widths. (4sw = x—height) Fumped : 3 : 33.5 || CPOSSIMG || , VARIANT = Te 2.5 r -- 16 —+ * This dimension is increased to VARIANT 2.5sw when “yds” is varied to VARIANT “yards”, “mile” or “miles”. —— Before using this drawing, confirm P547x8 that it has not been superseded. Department for Title: Warning Signs Issue: Date: | Drawn by: Dimensions: Drawing No. Transport SUPPLEMENTARY PLATES o. | pore SEE P 547.8 : pproved by: . FOR USE WITH P 543 & P 544 c: RM. NOTE 4 "
p5001x1,,,,PANEL BACKGROUND --- BLACK ARROW ~--~-~~-~~~-- DARK GREEN 50 MIN 100 MAX 250 MIN 350 MAX _- J : 100 MIN 75 MIN - 200 MAX 150 MAX | 200 MIN 400 MAX,"Drawing No. © CROWN COPYRIGHT P 5001.1 COLOURS : Panel background -—— BLACK Arrow ~--~-~~-~~~-— DARK GREEN 50 min 100 max 250 min 350 max _— j : 100 min 75 min — 200 max 150 max | 200 min 400 max Before using this drawing, confirm P5001x1 that it has not been superseded. Title: Issue: Date: Drawn by : Dimensions : | Drawing No. Lane Control Signal Department for g A: 26.4.95| SP. Transport LANE OPEN TO VEHICULAR TRAFFIC | 8: 612.04] Approved by:] MILLIMETRES! P 5OQ1.1 c: 11.11.11 R.M. "
p5001x2,,,,PANEL BACKGROUND --- BLACK ARROW ---------=- DARK GREEN 35 MIN 70 MAX 85 170 MIN 370 MAX,"Drawing No. © CROWN COPYRIGHT P 5001.2 COLOURS : Panel Background ——— BLACK Arrow —--------=— DARK GREEN 35 min 70 max 85 170 min 370 max Before using this drawing, confirm P5001x2 that it has not been superseded. Title : Issue: Date: Drawn by : Dimensions : | Drawing No. Department for A: 26.4.95| SP. Transport LANE OPEN TO VEHICULAR TRAFFIC | 8: 612.04] Approved by:| MILLIMETRES] P 5OQ1,.? c: 11.11.11 R.M. Lane Control Signal "
p5003,,,,PANEL BACKGROUND --- BLACK CROSS ----------- RED,"Drawing No. © CROWN COPYRIGHT P 5003 COLOURS : Panel background -—— BLACK Cross -—--------— RED Before using this drawing, confirm P5003 that it has not been superseded. Title: Issue: Date: | Drawn by: Dimensions: Drawing No. Department for A: 26.4.95 SP. Transport LANE CLOSED TO VEHICULAR TRAFFIC | 8: 612.04] Approved by:| MILLIMETRES | =P HOO 4 Cc: R.M. Lane Control Signal "
